parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
pop_size_root_Luzon3	500	1.0003097815962076	5404.765351063499	753.289460238357	276.9468757564429	850.4124644615474	526.5383957116252	692.2874425435099	625.3265048560447	680.2124697694422	918.648681726613	520.6393280113057	253.66976985307002
ln_likelihood_Luzon4	500	1.0017494987533317	3792.7549680019597	238.6085081562308	478.97711037902843	354.15502674609354	296.10287595572186	288.64217832264694	368.3535364426138	278.80945555800344	393.8423550330598	440.15531253716114	366.4265918659522
root_height_Luzon4	500	1.001571616867509	2953.486465661893	218.8460626250302	599.948093822807	420.64090512741063	228.44131366273308	211.39367296733846	240.59372113055534	233.45321890674376	319.6810733747711	419.96341253938425	219.183274259143
pop_size_Luzon4	500	1.000579146309358	4216.692632726544	369.7496591078115	509.86979082403957	618.5174050467245	352.1090620241565	249.57620141860076	361.4157433819714	273.9223750194891	424.13643240637515	475.9521161804018	460.0626948512637
pop_size_CamiguinNorte4	500	1.001613929848803	3723.029895213071	273.6141172875901	544.1238641814599	460.3052252116369	301.6843633606878	362.6673532903062	329.98121383541525	272.62884010492434	467.8397080463371	512.8667397197913	374.26769299685554
pop_size_root_Luzon4	500	1.0010516542108863	5713.406033022537	315.2553973712053	625.2431856999626	456.0217949532126	446.8306788611296	398.16195655404715	777.1204162618468	473.4470369790187	708.9899565193368	651.7199938207393	415.1228804690523
ln_likelihood_Polillo5	500	0.9998741374496638	10010.0	1001.0	953.2544130492442	666.3804937323868	1001.0	846.2610238972266	795.092217664273	1001.0	952.385368261958	1001.0	1001.0
root_height_Polillo5	500	1.0002011250922886	7387.431681935474	764.2298709414366	818.217944533312	934.73539108617	896.5895429083566	853.1472784632839	665.3146118689058	1001.0	1001.0	1001.0	827.3223261470558
pop_size_Polillo5	500	1.0007896872609945	7220.571588087967	493.27778684075173	663.5829948077093	869.9060701398281	771.1980569234072	612.5788662890009	619.3306067789584	1001.0	1001.0	709.7083338048533	784.989681490013
pop_size_Luzon5	500	0.9997382515231339	9206.411881376982	911.4765745119935	1001.0	540.9466492064666	916.0802882903046	685.6199770288081	990.2621573121392	635.6074999899494	1001.0	734.45897446376	688.3300029638141
pop_size_root_Polillo5	500	1.0004597240792428	7535.520237746018	864.9546059851908	1001.0	1001.0	681.4499880953593	718.3347059057578	586.1034204353607	922.9023401286192	684.5343410187417	779.2124522545994	823.0077322155141
ln_likelihood_Panay6	500	1.0000476005148085	9601.838990850654	772.6916543424487	847.2266683722834	744.3460288826909	1001.0	1001.0	1001.0	674.1583649179023	1001.0	916.3546317811661	1001.0
root_height_Panay6	500	0.9999712240227104	10010.0	454.9115998393517	667.5819138617168	767.4483983351394	1001.0	791.7281860289846	888.5711656729089	668.2997619752301	837.8145396674919	593.6483362964289	812.6330280418732
pop_size_Panay6	500	1.000175663281407	7208.82913056433	576.9614778392743	406.86448866452423	700.8583034247495	703.7801387707682	484.09124327920046	757.246316220951	829.45220857877	405.06428241968035	647.827657406082	644.8004054387407
pop_size_Negros6	500	1.0000928702273606	10010.0	656.8444814644845	661.2576867898266	698.4666391627604	850.1291430344249	553.8196159715394	766.5780647733023	629.8973321032028	572.9812668844445	714.9575874656297	977.8471237411271
pop_size_root_Panay6	500	0.9998535618455532	8927.396831639406	519.099897355881	870.8986900262026	784.1157511971132	1001.0	719.7184593769964	997.0281310305187	883.1416040178624	650.466209244652	822.9062827545243	1001.0
ln_likelihood_Sibuyan7	500	1.0002071418413436	6659.3932905365455	721.1453561037464	665.1346527918463	422.6997711453129	478.2704508960351	347.3674264598204	556.1950852156867	910.7416442956321	521.7223403044317	809.8634435323826	465.87299263292095
root_height_Sibuyan7	500	1.0000046217256149	3661.900835561152	300.0310249203062	452.67735775490223	326.5780762329615	317.88241306247977	393.5841772157292	324.8348585056055	306.57347352524516	478.0420530145742	464.0051334982357	291.0458276775406
pop_size_Sibuyan7	500	1.0004149261484339	4542.573304018395	451.70021769543354	695.0160447764226	543.2782462493373	360.0625642904301	536.1725294572697	526.0198539236726	350.7557946380228	494.3744188615009	606.7026461724811	309.01040528876456
pop_size_Tablas7	500	1.0003364107699841	5143.080338433952	441.29089614693953	577.5297791894636	516.035173760042	525.9645141196783	690.8409710446704	421.65171184171624	683.5608757169334	396.50588188123646	591.3882934230866	555.3836974953887
pop_size_root_Sibuyan7	500	0.9999090147693336	4208.406882499242	383.50444392859754	673.3522034043642	400.49374591048615	402.35641304466486	489.0380813699777	471.88154387167566	372.38210507470626	596.2894621718765	659.5001063009336	408.9014251604817
